EC number,Text,Text Incomplete
2.5.1.125,transferase; ADP dimethylallyltransferase,True
2.5.1.126,transferase; ADP dimethylallyltransferase,True
2.5.1.127,transferase; ADP dimethylallyltransferase,True
2.5.1.128,transferase; ADP dimethylallyltransferase,True
2.5.1.129,transferase; ADP dimethylallyltransferase; flavin prenyltransferase,False
2.5.1.130,transferase; ADP dimethylallyltransferase,True
2.5.1.131,transferase; ADP dimethylallyltransferase,True
2.5.1.134,transferase; ADP dimethylallyltransferase,True
2.5.1.135,transferase; ADP dimethylallyltransferase,True
2.5.1.136,transferase; ADP dimethylallyltransferase,True
2.5.1.137,transferase; ADP dimethylallyltransferase,True
2.5.1.138,transferase; ADP dimethylallyltransferase,True
2.5.1.139,transferase; ADP dimethylallyltransferase,True
2.5.1.140,transferase; ADP dimethylallyltransferase,True
2.5.1.141,transferase; ADP dimethylallyltransferase; protoheme IX farnesyltransferase,False
2.5.1.142,transferase; ADP dimethylallyltransferase,True
2.5.1.143,transferase; ADP dimethylallyltransferase,True
2.5.1.144,transferase; ADP dimethylallyltransferase,True
2.5.1.148,transferase; ADP dimethylallyltransferase,True
2.5.1.149,transferase; ADP dimethylallyltransferase,True
2.5.1.15,transferase; ADP dimethylallyltransferase; dihydropteroate synthase,False
2.5.1.150,transferase; ADP dimethylallyltransferase,True
2.5.1.152,transferase; ADP dimethylallyltransferase,True
2.5.1.153,transferase; ADP dimethylallyltransferase,True
2.5.1.16,transferase; ADP dimethylallyltransferase; spermidine synthase,False
2.5.1.17,transferase; ADP dimethylallyltransferase; corrinoid adenosyltransferase,False
2.5.1.18,transferase; ADP dimethylallyltransferase; glutathione transferase,False
2.5.1.19,transferase; ADP dimethylallyltransferase; 3-phosphoshikimate 1-carboxyvinyltransferase,False
2.5.1.2,transferase; ADP dimethylallyltransferase; thiamine pyridinylase,False
2.5.1.20,transferase; ADP dimethylallyltransferase; rubber cis-polyprenylcistransferase,False
2.5.1.21,transferase; ADP dimethylallyltransferase; squalene synthase,False
2.5.1.22,transferase; ADP dimethylallyltransferase; spermine synthase,False
2.5.1.23,transferase; ADP dimethylallyltransferase; sym-norspermidine synthase,False
2.5.1.25,transferase; ADP dimethylallyltransferase; tRNA-uridine aminocarboxypropyltransferase,False
2.5.1.26,transferase; ADP dimethylallyltransferase; alkylglycerone-phosphate synthase,False
2.5.1.27,transferase; ADP dimethylallyltransferase; AMP dimethylallyltransferase,False
2.5.1.28,transferase; ADP dimethylallyltransferase; dimethylallylcistransferase,False
2.5.1.29,transferase; ADP dimethylallyltransferase; farnesyltranstransferase,False
2.5.1.3,transferase; ADP dimethylallyltransferase; thiamine-phosphate diphosphorylase,False
2.5.1.30,transferase; ADP dimethylallyltransferase; trans-hexaprenyltranstransferase,False
2.5.1.31,"transferase; ADP dimethylallyltransferase; di-trans,poly-cis-undecaprenyl-diphosphate synthase",False
2.5.1.32,transferase; ADP dimethylallyltransferase; geranylgeranyl-diphosphate geranylgeranyltransferase,False
2.5.1.34,transferase; ADP dimethylallyltransferase; tryptophan dimethylallyltransferase,False
2.5.1.35,transferase; ADP dimethylallyltransferase; aspulvinone dimethylallyltransferase,False
2.5.1.36,transferase; ADP dimethylallyltransferase; trihydroxypterocarpan dimethylallyltransferase,False
2.5.1.38,transferase; ADP dimethylallyltransferase; isonocardicin synthase,False
2.5.1.39,transferase; ADP dimethylallyltransferase; 4-hydroxybenzoate nonaprenyltransferase,False
2.5.1.41,transferase; ADP dimethylallyltransferase; phosphoglycerol geranylgeranyltransferase,False
2.5.1.42,transferase; ADP dimethylallyltransferase; geranylgeranylglycerol-phosphate geranylgeranyltransferase,False
2.5.1.43,transferase; ADP dimethylallyltransferase; nicotianamine synthase,False
2.5.1.44,transferase; ADP dimethylallyltransferase; homospermidine synthase,False
2.5.1.45,transferase; ADP dimethylallyltransferase; homospermidine synthase (spermidine-specific),False
2.5.1.46,transferase; ADP dimethylallyltransferase; deoxyhypusine synthase,False
2.5.1.47,transferase; ADP dimethylallyltransferase; cysteine synthase,False
2.5.1.48,transferase; ADP dimethylallyltransferase; cystathionine gamma-synthase (acts on O-phosphohomoserine),False
2.5.1.49,transferase; ADP dimethylallyltransferase; O-acetylhomoserine aminocarboxypropyltransferase,False
2.5.1.51,transferase; ADP dimethylallyltransferase; beta-pyrazolylalanine synthase,False
2.5.1.52,transferase; ADP dimethylallyltransferase; L-mimosine synthase,False
2.5.1.54,transferase; ADP dimethylallyltransferase; 3-deoxy-7-phosphoheptulonate synthase,False
2.5.1.55,transferase; ADP dimethylallyltransferase; 3-deoxy-8-phosphooctulonate synthase,False
2.5.1.56,transferase; ADP dimethylallyltransferase; N-acetylneuraminate synthase,False
2.5.1.57,transferase; ADP dimethylallyltransferase; N-acylneuraminate-9-phosphate synthase,False
2.5.1.58,transferase; ADP dimethylallyltransferase; protein farnesyltransferase,False
2.5.1.59,transferase; ADP dimethylallyltransferase; CAAX-protein geranylgeranyltransferase,False
2.5.1.6,transferase; ADP dimethylallyltransferase; methionine adenosyltransferase,False
2.5.1.60,transferase; ADP dimethylallyltransferase; Rab geranylgeranyltransferase,False
2.5.1.61,transferase; ADP dimethylallyltransferase; hydroxymethylbilane synthase,False
2.5.1.62,transferase; ADP dimethylallyltransferase; chlorophyll synthetase,False
2.5.1.63,transferase; ADP dimethylallyltransferase; adenosyl-fluoride synthase,False
2.5.1.65,transferase; ADP dimethylallyltransferase; O-phosphoserine sulfhydrylase,False
2.5.1.66,transferase; ADP dimethylallyltransferase; N2-(2-carboxyethyl)arginine synthase,False
2.5.1.67,transferase; ADP dimethylallyltransferase; chrysanthemyl diphosphate synthase,False
2.5.1.68,transferase; ADP dimethylallyltransferase; Z-farnesyl diphosphate synthase,False
2.5.1.69,transferase; ADP dimethylallyltransferase; lavandulyl diphosphate synthase,False
2.5.1.7,transferase; ADP dimethylallyltransferase; UDP-N-acetylglucosamine 1-carboxyvinyltransferase,False
2.5.1.70,transferase; ADP dimethylallyltransferase,True
2.5.1.72,transferase; ADP dimethylallyltransferase,True
2.5.1.73,transferase; ADP dimethylallyltransferase; Sep-tRNA:Cys-tRNA synthase,False
2.5.1.74,"transferase; ADP dimethylallyltransferase; 1,4-dihydroxy-2-naphthoate octaprenyltransferase",False
2.5.1.75,transferase; ADP dimethylallyltransferase; tRNA dimethylallyltransferase,False
2.5.1.76,transferase; ADP dimethylallyltransferase; cysteate synthase,False
2.5.1.78,"transferase; ADP dimethylallyltransferase; 6,7-dimethyl-8-ribityllumazine synthase",False
2.5.1.79,transferase; ADP dimethylallyltransferase; thermospermine synthase,False
2.5.1.80,transferase; ADP dimethylallyltransferase,True
2.5.1.81,transferase; ADP dimethylallyltransferase; geranylfarnesyl diphosphate synthase,False
2.5.1.82,transferase; ADP dimethylallyltransferase; hexaprenyl diphosphate synthase (geranylgeranyl-diphosphate specific),False
2.5.1.83,"transferase; ADP dimethylallyltransferase; hexaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)",False
2.5.1.84,transferase; ADP dimethylallyltransferase; all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific),False
2.5.1.85,transferase; ADP dimethylallyltransferase; all-trans-nonaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific),False
2.5.1.86,transferase; ADP dimethylallyltransferase,True
2.5.1.87,transferase; ADP dimethylallyltransferase; dehydrodolichyl diphosphate synthase,False
2.5.1.88,transferase; ADP dimethylallyltransferase,True
2.5.1.89,transferase; ADP dimethylallyltransferase,True
2.5.1.9,transferase; ADP dimethylallyltransferase; riboflavin synthase,False
2.5.1.90,transferase; ADP dimethylallyltransferase; octaprenyl pyrophosphate synthase,False
2.5.1.91,transferase; ADP dimethylallyltransferase; all-trans-decaprenyl-diphosphate synthase,False
2.5.1.92,"transferase; ADP dimethylallyltransferase; 2-cis,6-cis-farnesyl pyrophosphate synthase",False
2.5.1.93,transferase; ADP dimethylallyltransferase; 4-hydroxybenzoate geranyltransferase,False
2.5.1.94,transferase; ADP dimethylallyltransferase,True
2.5.1.96,transferase; ADP dimethylallyltransferase,True
2.5.1.97,transferase; ADP dimethylallyltransferase,True
2.5.1.98,transferase; ADP dimethylallyltransferase,True
2.6.1.1,"transferase; transferase, transferring nitrogenous groups; transaminase; L-aspartate:2-oxoglutarate aminotransferase",False
2.6.1.100,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.101,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.102,"transferase; transferase, transferring nitrogenous groups; transaminase; GDP-4-dehydro-6-deoxy-D-mannose-4-aminotransferase",False
2.6.1.103,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.104,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.105,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.106,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.107,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.108,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.109,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.11,"transferase; transferase, transferring nitrogenous groups; transaminase; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase",False
2.6.1.110,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.111,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.112,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.113,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.114,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.117,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.118,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.119,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.13,"transferase; transferase, transferring nitrogenous groups; transaminase; ornithine aminotransferase",False
2.6.1.14,"transferase; transferase, transferring nitrogenous groups; transaminase; asparagine-oxo-acid transaminase",False
2.6.1.16,"transferase; transferase, transferring nitrogenous groups; transaminase; glutamine-fructose-6-phosphate transaminase (isomerizing)",False
2.6.1.17,"transferase; transferase, transferring nitrogenous groups; transaminase; succinyldiaminopimelate transaminase",False
2.6.1.18,"transferase; transferase, transferring nitrogenous groups; transaminase; beta-alanine-pyruvate transaminase",False
2.6.1.19,"transferase; transferase, transferring nitrogenous groups; transaminase; 4-aminobutyrate:2-oxoglutarate transaminase",False
2.6.1.2,"transferase; transferase, transferring nitrogenous groups; transaminase; L-alanine:2-oxoglutarate aminotransferase",False
2.6.1.21,"transferase; transferase, transferring nitrogenous groups; transaminase; D-alanine:2-oxoglutarate aminotransferase",False
2.6.1.22,"transferase; transferase, transferring nitrogenous groups; transaminase; (S)-3-amino-2-methylpropionate transaminase",False
2.6.1.27,"transferase; transferase, transferring nitrogenous groups; transaminase; L-tryptophan:2-oxoglutarate aminotransferase",False
2.6.1.28,"transferase; transferase, transferring nitrogenous groups; transaminase; tryptophan-phenylpyruvate transaminase",False
2.6.1.29,"transferase; transferase, transferring nitrogenous groups; transaminase; diamine transaminase",False
2.6.1.3,"transferase; transferase, transferring nitrogenous groups; transaminase; L-cysteine transaminase",False
2.6.1.30,"transferase; transferase, transferring nitrogenous groups; transaminase; pyridoxamine-pyruvate transaminase",False
2.6.1.33,"transferase; transferase, transferring nitrogenous groups; transaminase; dTDP-4-amino-4,6-dideoxy-D-glucose transaminase",False
2.6.1.34,"transferase; transferase, transferring nitrogenous groups; transaminase; UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose transaminase",False
2.6.1.35,"transferase; transferase, transferring nitrogenous groups; transaminase; glycine-oxaloacetate transaminase",False
2.6.1.36,"transferase; transferase, transferring nitrogenous groups; transaminase; L-lysine 6-transaminase",False
2.6.1.37,"transferase; transferase, transferring nitrogenous groups; transaminase; 2-aminoethylphosphonate-pyruvate transaminase",False
2.6.1.38,"transferase; transferase, transferring nitrogenous groups; transaminase; L-histidine:2-oxoglutarate aminotransferase",False
2.6.1.39,"transferase; transferase, transferring nitrogenous groups; transaminase; 2-aminoadipate transaminase",False
2.6.1.4,"transferase; transferase, transferring nitrogenous groups; transaminase; glycine:2-oxoglutarate aminotransferase",False
2.6.1.40,"transferase; transferase, transferring nitrogenous groups; transaminase; (R)-3-amino-2-methylpropionate-pyruvate transaminase",False
2.6.1.42,"transferase; transferase, transferring nitrogenous groups; transaminase; L-isoleucine transaminase",False
2.6.1.44,"transferase; transferase, transferring nitrogenous groups; transaminase; alanine-glyoxylate transaminase",False
2.6.1.45,"transferase; transferase, transferring nitrogenous groups; transaminase; serine-glyoxylate transaminase",False
2.6.1.48,"transferase; transferase, transferring nitrogenous groups; transaminase; 5-aminovalerate transaminase",False
2.6.1.5,"transferase; transferase, transferring nitrogenous groups; transaminase; L-tyrosine:2-oxoglutarate aminotransferase",False
2.6.1.50,"transferase; transferase, transferring nitrogenous groups; transaminase; L-glutamine:2-oxoglutarate aminotransferase",False
2.6.1.51,"transferase; transferase, transferring nitrogenous groups; transaminase; serine-pyruvate transaminase",False
2.6.1.52,"transferase; transferase, transferring nitrogenous groups; transaminase; O-phospho-L-serine:2-oxoglutarate aminotransferase",False
2.6.1.57,"transferase; transferase, transferring nitrogenous groups; transaminase; L-phenylalanine:2-oxoglutarate aminotransferase",False
2.6.1.59,"transferase; transferase, transferring nitrogenous groups; transaminase; dTDP-4-amino-4,6-dideoxygalactose transaminase",False
2.6.1.62,"transferase; transferase, transferring nitrogenous groups; transaminase; adenosylmethionine-8-amino-7-oxononanoate transaminase",False
2.6.1.63,"transferase; transferase, transferring nitrogenous groups; transaminase; kynurenine-glyoxylate transaminase",False
2.6.1.64,"transferase; transferase, transferring nitrogenous groups; transaminase; glutamine-phenylpyruvate transaminase",False
2.6.1.66,"transferase; transferase, transferring nitrogenous groups; transaminase; valine-pyruvate transaminase",False
2.6.1.7,"transferase; transferase, transferring nitrogenous groups; transaminase; kynurenine-oxoglutarate transaminase",False
2.6.1.73,"transferase; transferase, transferring nitrogenous groups; transaminase; methionine-glyoxylate transaminase",False
2.6.1.76,"transferase; transferase, transferring nitrogenous groups; transaminase; diaminobutyrate-2-oxoglutarate transaminase",False
2.6.1.77,"transferase; transferase, transferring nitrogenous groups; transaminase; taurine-pyruvate aminotransferase",False
2.6.1.78,"transferase; transferase, transferring nitrogenous groups; transaminase; aspartate-prephenate aminotransferase",False
2.6.1.79,"transferase; transferase, transferring nitrogenous groups; transaminase; glutamate-prephenate aminotransferase",False
2.6.1.80,"transferase; transferase, transferring nitrogenous groups; transaminase; nicotianamine aminotransferase",False
2.6.1.81,"transferase; transferase, transferring nitrogenous groups; transaminase; succinylornithine transaminase",False
2.6.1.82,"transferase; transferase, transferring nitrogenous groups; transaminase; putrescine--2-oxoglutarate transaminase",False
2.6.1.83,"transferase; transferase, transferring nitrogenous groups; transaminase; L,L-diaminopimelate aminotransferase",False
2.6.1.84,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.85,"transferase; transferase, transferring nitrogenous groups; transaminase; 4-amino-4-deoxychorismate synthase",False
2.6.1.87,"transferase; transferase, transferring nitrogenous groups; transaminase; UDP-4-amino-4-deoxy-L-arabinose aminotransferase",False
2.6.1.88,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.9,"transferase; transferase, transferring nitrogenous groups; transaminase; histidinol-phosphate transaminase",False
2.6.1.90,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.92,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.93,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.95,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.96,"transferase; transferase, transferring nitrogenous groups; transaminase; gamma-aminobutyrate transaminase (glyoxylate dependent)",False
2.6.1.97,"transferase; transferase, transferring nitrogenous groups; transaminase; archaeosine synthase",False
2.6.1.98,"transferase; transferase, transferring nitrogenous groups; transaminase",True
2.6.1.99,"transferase; transferase, transferring nitrogenous groups; transaminase; L-tryptophan:pyruvate aminotransferase",False
2.6.99.2,"transferase; transferase, transferring nitrogenous groups; pyridoxine 5'-phosphate synthase",False
2.6.99.3,"transferase; transferase, transferring nitrogenous groups",True
2.7.1.1,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; hexokinase",False
2.7.1.100,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; S-methyl-5-thioribose kinase",False
2.7.1.101,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; tagatose kinase",False
2.7.1.103,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; viomycin kinase",False
2.7.1.105,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; 6-phosphofructo-2-kinase",False
2.7.1.106,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; glucose-1,6-bisphosphate synthase",False
2.7.1.107,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; ATP-dependent diacylglycerol kinase",False
2.7.1.108,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; dolichol kinase",False
2.7.1.11,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; 6-phosphofructokinase",False
2.7.1.113,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; deoxyguanosine kinase",False
2.7.1.119,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; hygromycin-B 7''-O-phosphotransferase",False
2.7.1.12,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; gluconokinase",False
2.7.1.121,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; phosphoenolpyruvate-glycerone phosphotransferase",False
2.7.1.127,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; inositol-1,4,5-trisphosphate 3-kinase",False
2.7.1.130,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; tetraacyldisaccharide 4'-kinase",False
2.7.1.134,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; inositol tetrakisphosphate 1-kinase",False
2.7.1.137,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; 1-phosphatidylinositol-3-kinase",False
2.7.1.138,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; dihydroceramide kinase",False
2.7.1.14,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; sedoheptulokinase",False
2.7.1.140,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; myo-inositol-1,2,3,4,6-heptakisphosphate 5-kinase",False
2.7.1.144,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; tagatose-6-phosphate kinase",False
2.7.1.145,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; deoxynucleoside kinase",False
2.7.1.146,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; ADP-specific phosphofructokinase",False
2.7.1.147,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; ADP-specific glucokinase",False
2.7.1.148,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase",False
2.7.1.149,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; 1-phosphatidylinositol-5-phosphate 4-kinase",False
2.7.1.15,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; ribokinase",False
2.7.1.151,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; inositol-1,4,5-trisphosphate 6-kinase",False
2.7.1.153,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; 1-phosphatidylinositol-4,5-bisphosphate 3-kinase",False
2.7.1.156,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; adenosylcobinamide kinase",False
2.7.1.157,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; N-acetylgalactosamine kinase",False
2.7.1.158,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; inositol pentakisphosphate 2-kinase",False
2.7.1.159,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; inositol-1,3,4-trisphosphate 5-kinase",False
2.7.1.16,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; ribulokinase",False
2.7.1.160,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; tRNA 2'-phosphotransferase",False
2.7.1.161,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.162,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.163,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.164,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; L-seryl-tRNA(Sec) kinase",False
2.7.1.165,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; glycerate 2-kinase",False
2.7.1.166,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.167,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; heptose 7-phosphate kinase",False
2.7.1.168,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.169,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.17,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; D-xylulokinase",False
2.7.1.170,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.171,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; protein-fructosamine 3-kinase",False
2.7.1.172,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; protein-ribulosamine 3-kinase",False
2.7.1.173,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.174,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; CTP-dependent diacylglycerol kinase",False
2.7.1.175,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.176,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.177,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.178,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.179,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.180,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.181,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.182,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; phytol kinase",False
2.7.1.183,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.184,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; 6-deoxy-6-sulfofructose kinase",False
2.7.1.185,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.186,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.187,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.188,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.189,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.19,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; phosphoribulokinase",False
2.7.1.190,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; aminoglycoside phosphotransferase",False
2.7.1.2,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; glucokinase",False
2.7.1.20,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; adenosine kinase",False
2.7.1.209,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.21,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; thymidine kinase",False
2.7.1.210,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.212,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.213,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; cytidine kinase",False
2.7.1.214,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.215,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.216,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; ATP:geranylgeraniol phosphotransferase",False
2.7.1.217,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.218,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.219,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.22,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; ribosylnicotinamide kinase",False
2.7.1.220,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.221,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.222,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; 4-hydroxytryptamine kinase",False
2.7.1.223,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.224,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.225,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.226,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.229,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.23,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; NAD+ kinase",False
2.7.1.230,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.231,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.232,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor",True
2.7.1.24,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; dephospho-CoA kinase",False
2.7.1.25,"transferase; transferase, transferring phosphorus-containing groups; phosphotransferase, alcohol group as acceptor; adenylylsulfate kinase",False
